root_cnpj,cnpj_est,name,date_start,situation,situationDate,cidade,porte,activity
03712971,03712971000152,EDVALDO GOMES DA SILVA,2000-03-21,Baixada,2017-07-11,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03783728,03783728000125,FACILITA FACTORING LTDA,2000-05-02,Baixada,2001-03-22,SAO LUIS,DEMAIS,Sociedades de fomento mercantil - factoring
03751646,03751646000107,LEUDE F. C. SILVA,2000-04-12,Baixada,2008-12-31,CAXIAS,DEMAIS,Comércio varejista de vidros
03813080,03813080000192,C. DO A. CAMPOS PUBLICIDADE,2000-05-12,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Outras atividades de publicidade não especificadas anteriormente
03727305,03727305000198,ASSOC. DOS PEQ. PROD. RURAIS DO POV. CANAA,2000-03-22,Inapta,2019-02-01,GOVERNADOR EUGENIO BARROS,DEMAIS,Atividades de associações de defesa de direitos sociais
03733997,03733997000187,J. F. REPRESENTACOES LTDA,2000-04-03,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
03689404,03689404000122,FUNDACAO RIO ITAPECURU,2000-03-13,Inapta,2018-09-18,CAXIAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03738258,03738258000188,A. CAMARGO COMERCIO E SERVICOS,2000-03-15,Inapta,2018-09-18,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03798843,03798843000173,CAIXA ESCOLAR DA ESCOLA MUNICIPAL OTHON SOARES II,2000-05-10,Ativa,2019-06-12,SANTA HELENA,DEMAIS,Ensino fundamental
03704924,03704924000167,ELETROLAR MOVEIS E ELETRODOMESTICOS LTDA,2000-03-14,Ativa,2005-09-24,SANTA INES,DEMAIS,Comércio varejista de móveis
03831067,03831067000166,ESCOLA MUNICIPAL JOSE GABDRIEL FERREIRA,2000-05-09,Ativa,2000-05-09,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03773577,03773577000124,PDT - DIR. MUNICIPAL DE MARANHAOZINHO,2000-04-25,Inapta,2019-01-16,MARANHAOZINHO,DEMAIS,Atividades de organizações políticas
03810128,03810128000109,CAIXA ESCOLAR DOM PEDRO II,2000-05-15,Ativa,2019-01-22,GRAJAU,DEMAIS,Atividades de associações de defesa de direitos sociais
03684656,03684656000169,GERALDO ARAUJO MELO,2000-02-09,Inapta,2019-01-29,TRIZIDELA DO VALE,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03829525,03829525000122,H DOS S RAPOSO JUNIOR,2000-05-19,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03804603,03804603000134,A. M. ABREU & CIA LTDA,2000-05-09,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Treinamento em informática
03822826,03822826000124,ESCOLA MUNICIPAL SANTA CRUZ,2000-05-05,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03805260,03805260000122,ANTARES AGROINDUSTRIA EIRELI,2000-05-11,Ativa,2019-04-11,SAO JOSE DE RIBAMAR,MICRO EMPRESA,Comércio varejista de móveis
03831553,03831553000184,M CRISTINA MARTINS CASTRO,2000-05-10,Baixada,2008-12-31,SAO JOAO BATISTA,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03820139,03820139000170,CAIXA ESCOLAR TERTULIANO TORQUATO DE MESQUITA,2000-05-15,Ativa,2019-05-07,VARGEM GRANDE,DEMAIS,Administração de caixas escolares
03697757,03697757000174,JOSE MARIA ALVES DOS SANTOS-COMERCIO,2000-03-17,Inapta,2019-01-17,PARNARAMA,MICRO EMPRESA,Beneficiamento de arroz
03822098,03822098000150,ESCOLA MUNICIPAL RAIMUNDO CARVALHO,1999-05-07,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03701319,03701319000132,JAYDRAN FERNANDES BRITO,2000-03-13,Baixada,2001-07-13,TUNTUM,DEMAIS,Fabricação de móveis com predominância de madeira
03779344,03779344000139,PARTIDO DEMOCRATICO TRABALHISTA - PDT,2000-04-19,Baixada,2015-02-09,LAGO DO JUNCO,DEMAIS,Atividades de organizações políticas
03697590,03697590000141,ILDO B. DE OLIVEIRA,2000-03-15,Ativa,2005-11-03,BACABAL,MICRO EMPRESA,"Lojas de variedades, exceto lojas de departamentos ou magazines"
03723615,03723615000134,ASSOCIACAO COMUNITARIA SAO JORGE DO POVOADO PALMA,2000-02-18,Baixada,2015-02-09,PRESIDENTE DUTRA,DEMAIS,Atividades de associações de defesa de direitos sociais
03685499,03685499000106,M. S. QUEIROZ,2000-02-18,Ativa,2005-11-03,CARUTAPERA,MICRO EMPRESA,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente
03811849,03811849000133,ASSOC. DE DESENVOLV. COMUNIT. DOS MORADS. DA VILA NENZIN,2000-04-25,Baixada,2008-12-31,BARRA DO CORDA,DEMAIS,Atividades de associações de defesa de direitos sociais
03684078,03684078000160,SOCIEDADE NEGRA QUILOMBOLA DE CAXIAS,2000-03-10,Baixada,2008-12-31,CAXIAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03695464,03695464000158,C. C. L. CONSTRUCOES E COMERCIO LTDA.,2000-03-03,Inapta,2018-11-06,PACO DO LUMIAR,DEMAIS,Construção de edifícios
03829671,03829671000158,PSD - CACHOEIRA GRANDE - DIRETORIO MUNICIPAL,2000-05-25,Baixada,2015-02-09,CACHOEIRA GRANDE,DEMAIS,Atividades de organizações políticas
03692331,03692331000128,LUIS HENRIQUE DE M. FONSECA,2000-03-14,Baixada,2016-12-14,SAO LUIS,DEMAIS,Restaurantes e similares
03701925,03701925000158,ASSOCIACAO MARANHENSE DE APOIO E SOLIEDARIEDADE,2000-03-21,Baixada,2015-02-09,BALSAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03815700,03815700000122,ASSOCIACAO COMUNITARIA DO POVOADO GENTIL,2000-05-18,Baixada,2015-02-09,MATOES,DEMAIS,Atividades de associações de defesa de direitos sociais
03807835,03807835000146,N. V. DA SILVA SOUSA - VARIEDADES,2000-05-09,Ativa,2005-11-03,BURITIRANA,MICRO EMPRESA,Comércio varejista de calçados
03739586,03739586000107,PARTIDO DEMOCRATICO TRABALISTA PDT,2000-03-24,Baixada,2015-02-09,SAO JOAO BATISTA,DEMAIS,Atividades de organizações políticas
03728929,03728929000120,R. TIBURTINO SILVA,2000-03-31,Baixada,2008-12-31,PEDREIRAS,MICRO EMPRESA,"Comércio varejista de doces, balas, bombons e semelhantes"
03827198,03827198000170,PV PARTIDO VERDE,2000-05-22,Inapta,2019-01-16,GOVERNADOR NEWTON BELLO,DEMAIS,Atividades de organizações políticas
03801533,03801533000160,PRESERD PRESTACAO DE SERVICOS DIVERSOS LTDA,2000-04-26,Baixada,2001-10-15,BACABAL,DEMAIS,Pesquisa e desenvolvimento experimental em ciências sociais e humanas
03805347,03805347000108,PARTIDO LIBERAL - PL,2000-05-04,Baixada,2008-12-31,POCAO DE PEDRAS,DEMAIS,Outras atividades de serviços pessoais não especificadas anteriormente
03709577,03709577000165,B. C. BORGES FREITAS,2000-02-28,Baixada,2015-02-09,SAO JOSE DE RIBAMAR,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03825942,03825942000105,E. P. P. BARROS,2000-03-17,Ativa,2005-11-03,SAO BENTO,MICRO EMPRESA,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo
03789157,03789157000136,E P CASSEMIRO MONTAGENS INSTALACOES TECNICAS COMERCIO,2000-05-05,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de material elétrico
03770499,03770499000104,LEONARDI F. NEVES,2000-04-25,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Comércio varejista especializado de equipamentos de telefonia e comunicação
03821655,03821655000119,PARTIDO TRABALHISTA DO BRASIL,2000-05-22,Baixada,2008-12-31,PORTO RICO DO MARANHAO,DEMAIS,Atividades de organizações políticas
03831893,03831893000105,J.V . FORTALEZA NETO,2000-05-22,Ativa,2006-03-20,BALSAS,DEMAIS,Serviços de funerárias
03788768,03788768000160,RAIMUNDO DE O. CARVALHO - ACESSORIO,2000-05-05,Ativa,2005-11-03,TRIZIDELA DO VALE,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
03700717,03700717000134,M. R. LOPES SOBRINHO,2000-03-17,Baixada,2003-06-11,SAO LUIS,DEMAIS,Fabricação de artefatos têxteis para uso doméstico
03724750,03724750000102,SINDICATO DOS SOCIOLOGOS DO ESTADO DO MARANHAO,2000-02-25,Inapta,2018-11-06,SAO LUIS,DEMAIS,Atividades de organizações sindicais
03687376,03687376000104,ANDRE C.L.DA C.S.AROSO,2000-03-03,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Fornecimento de alimentos preparados preponderantemente para empresas
03731762,03731762000156,J. C. DIAS CARNEIRO,2000-04-04,Baixada,2013-01-07,SAO LUIS,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03823066,03823066000170,SAO JOSE III DO POVOADO CARIONGO III,2000-05-23,Ativa,2017-12-18,MIRANDA DO NORTE,DEMAIS,Atividades de associações de defesa de direitos sociais
03764846,03764846000196,IZATO-COMERCIO E SERVICOS LTDA,2000-04-13,Baixada,2015-02-09,SAO LUIS,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03828226,03828226000173,PARTIDO SOCIAL DEMOCRATICO - PSD,1999-07-24,Baixada,2008-12-31,ACAILANDIA,DEMAIS,Atividades de organizações políticas
03832309,03832309000136,ANA TERESA COELHO SILVA,2000-05-25,Inapta,2019-01-17,TIMBIRAS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03729972,03729972000100,ASSOCIACAO COMUNITARIA EDUCACIONAL CULTURAL E ARTESANAL DOS AMIGOS DE IMPERATRIZ,2000-04-04,Baixada,2015-02-09,IMPERATRIZ,DEMAIS,Atividades de sonorização e de iluminação
03695224,03695224000153,C. F. LIMA & CIA LTDA,2000-03-16,Baixada,2015-02-09,TIMON,DEMAIS,Construção de edifícios
03686554,03686554000182,CLINICA FEMINA LTDA,2000-03-13,Ativa,2005-11-03,IMPERATRIZ,MICRO EMPRESA,Atividade médica ambulatorial restrita a consultas
03770785,03770785000170,STUDIO CENTER LTDA,2000-04-18,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03743345,03743345000123,UNIO DOS MORADORES DO RESIDENCIAL NOVA JERUSALEM,1999-09-07,Inapta,2020-10-27,PACO DO LUMIAR,DEMAIS,Atividades de associações de defesa de direitos sociais
03816379,03816379000109,"GEORPLAN - SERVICOS DE PLANEJAMENTO, ORCAMENTO E GERENCIAMENTO DE OBRAS INDUSTRIAIS LTDA.",2000-05-15,Inapta,2018-11-06,SAO JOSE DE RIBAMAR,DEMAIS,Fabricação de estruturas metálicas
03745745,03745745000178,CPOG - CENTRO ESPECIALIZADO EM PEDIATRIA E TOCOGINECOLOGIA LTDA,2000-04-07,Ativa,2005-08-27,SAO LUIS,MICRO EMPRESA,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências
03785719,03785719000173,CONSTRUTORA CARDOSO EIRELI,2000-04-27,Ativa,2005-11-03,GONCALVES DIAS,EMPRESA DE PEQUENO PORTE,Construção de edifícios
03739785,03739785000107,ASSOCIACAO RURAL COMUNITARIA DO POVOADO CASSIANO DE FREITAS,2000-03-19,Baixada,2008-12-31,PAULO RAMOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03708315,03708315000186,J. ARNALDO ELOY CARDOSO,2000-03-21,Ativa,2000-03-21,BACABAL,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
03699169,03699169000170,J. C. DE MORAIS,2000-03-14,Nula,2000-03-14,TASSO FRAGOSO,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03698785,03698785000106,CONSTRUTORA MACONEG EIRELI,2000-03-09,Ativa,2003-10-18,PACO DO LUMIAR,MICRO EMPRESA,Construção de edifícios
03759919,03759919000151,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO VALE DA MATA,1999-11-22,Baixada,2008-12-31,SAO JOAO DO PARAISO,DEMAIS,Atividades de associações de defesa de direitos sociais
03767689,03767689000172,ASSOCIACAO DE LAVRADORES DO POVOADO CACAU,2000-03-24,Baixada,2015-02-09,PRESIDENTE DUTRA,DEMAIS,Atividades de associações de defesa de direitos sociais
03724266,03724266000175,M. J. R. DA SILVA INFANTIL,2000-03-08,Ativa,2008-12-31,BALSAS,MICRO EMPRESA,Educação infantil - pré-escola
03832211,03832211000189,UNIAO DOS MORADORES DO POVOADO PONTA DA CAPOEIRA,2000-03-31,Inapta,2019-01-29,SAO JOAO BATISTA,DEMAIS,Atividades de associações de defesa de direitos sociais
03832754,03832754000104,LUIS HONORIO CORREIRA JUNIOR,2000-05-25,Ativa,2005-11-03,SAO RAIMUNDO DAS MANGABEIRAS,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
03825040,03825040000160,PSD - BURITI BRAVO - DIRETORIO MUNICIPAL,2000-05-22,Baixada,2015-02-09,BURITI BRAVO,DEMAIS,Atividades de organizações políticas
03801336,03801336000141,A. DUARTE PINHEIRO,2000-05-09,Inapta,2020-10-27,SAO LUIS,MICRO EMPRESA,Comércio varejista de equipamentos para escritório
03826163,03826163000116,M. VERALUCIA SILVA,2000-05-22,Baixada,2017-01-13,TIMON,MICRO EMPRESA,Comércio varejista de artigos do vestuário e acessórios
03789181,03789181000175,MEGA MOTOS PECAS E ACESSORIOS LTDA,2000-05-05,Baixada,2008-12-31,IMPERATRIZ,DEMAIS,Comércio a varejo de peças e acessórios novos para motocicletas e motonetas
03752163,03752163000119,ASSOC.COMUNITARIA DAS DONAS DE CASAS IND. NA LUTA DE COIVARAS,1998-07-22,Inapta,2018-11-06,MATOES DO NORTE,DEMAIS,Atividades de associações de defesa de direitos sociais
03749840,03749840000140,ASSOCIACAO DOS PRODUTORES RURAIS DA COMUNIDADE BREJINHO,2000-03-18,Ativa,2018-11-14,PIO XII,DEMAIS,Atividades de associações de defesa de direitos sociais
03776185,03776185000119,YURI LOBAO COELHO,2000-04-26,Baixada,2008-12-31,SAO LUIS,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03771216,03771216000149,CONDOMINIO RESIDENCIAL MONDRIAN,2000-04-07,Ativa,2000-04-07,SAO LUIS,DEMAIS,Condomínios prediais
03781165,03781165000136,UNIAO DOS MORADORES DO POVOADO BAIXA GRANDE,2000-04-23,Ativa,2005-11-03,URBANO SANTOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03798738,03798738000134,ASSOCIACAO COMUNITARIA DO POVOADO FLEXEIRA,2000-01-01,Baixada,2015-02-09,HUMBERTO DE CAMPOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03712900,03712900000150,J.A. ZUBICUETA GOIC,2000-03-23,Baixada,2008-12-31,SAO LUIS,DEMAIS,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal"
03814153,03814153000160,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,2000-05-12,Inapta,2019-01-17,CAXIAS,DEMAIS,Atividades de organizações políticas
03764747,03764747000104,ART OPTICA LTDA,2000-04-19,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista de artigos de óptica
03715080,03715080000150,"CLUBE DE MAES ROSEANA SARNEY, DO POVOADO CAJAZEIRAS BR, PA-CLEMENTE/CAJAZEIRAS",2000-03-22,Baixada,2015-02-09,BARRA DO CORDA,DEMAIS,Atividades de associações de defesa de direitos sociais
03720436,03720436000143,E MACEDO MACIEL,2000-03-29,Ativa,2005-06-24,CODO,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03802695,03802695000113,HELENA SIQUEIRA NORONHA,2000-04-05,Baixada,2019-05-10,BOM JARDIM,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03770498,03770498000160,M DO S P MACEDO IND COM E REPRESENTACOES,2000-03-09,Baixada,2006-04-05,SAO LUIS,MICRO EMPRESA,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas"
03692260,03692260000163,M. DO C. LIMA DOS SANTOS COMERCIO,2000-03-14,Baixada,2020-11-19,ACAILANDIA,MICRO EMPRESA,Comércio varejista de artigos de papelaria
03701142,03701142000174,ASSOCIACAO DOS DEFICIENTES FISICOS DE AMARANTE DO MARANHAO,2000-01-11,Baixada,2015-02-09,AMARANTE DO MARANHAO,DEMAIS,Atividades de associações de defesa de direitos sociais
03740508,03740508000114,C. A. COMERCIO E INDUSTRIA DE CONFECCOES LTDA,2000-04-07,Ativa,2005-11-03,IMPERATRIZ,MICRO EMPRESA,Confecção de roupas íntimas
03831936,03831936000152,J. G. DO NASCIMENTO FILHO,2000-05-23,Inapta,2020-10-27,SAO LUIS,MICRO EMPRESA,"Suporte técnico, manutenção e outros serviços em tecnologia da informação"
03686265,03686265000183,FORNO E FOGAO ALIMENTOS LTDA,1999-12-22,Inapta,2018-11-06,SAO LUIS,DEMAIS,Restaurantes e similares
03832385,03832385000141,ASSOCIACAO DOS APICULTORES DE SAO JOAO BATISTA,2000-03-31,Inapta,2019-01-29,SAO JOAO BATISTA,DEMAIS,Atividades de associações de defesa de direitos sociais
03802077,03802077000173,W L N COMERCIO E REPRESENTACAO LTDA,2000-05-10,Inapta,2019-02-28,SAO LUIS,MICRO EMPRESA,"Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo"
03788737,03788737000109,UNICARE EMERGENCY ASSISTENCIA MEDICO HOSPITALAR LTDA,2000-05-05,Ativa,2005-08-27,SAO LUIS,MICRO EMPRESA,Atividade médica ambulatorial restrita a consultas
03832247,03832247000162,CLUBE DE MAES CORACAO DE JESUS DO POVOADO CAPIM ACU,2000-03-31,Baixada,2008-12-31,SAO JOAO BATISTA,DEMAIS,Atividades de associações de defesa de direitos sociais
03771189,03771189000104,EDVALDO DE JESUS GAMA SOUSA,2000-04-17,Baixada,2015-02-09,SAO LUIS,DEMAIS,"Comércio atacadista de pães, bolos, biscoitos e similares"
03809333,03809333000154,C. P. DE SOUSA COMERCIO,2000-03-24,Ativa,2005-11-03,CURURUPU,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03786632,03786632000110,M. A. NUNES FERREIRA,2000-04-26,Baixada,2015-02-09,ITAPECURU MIRIM,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03709523,03709523000108,W.O. MUSIC E PRODUCOES ARTISTICAS LTDA,2000-03-16,Baixada,2019-05-22,SAO LUIS,MICRO EMPRESA,"Artes cênicas, espetáculos e atividades complementares não especificados anteriormente"
03762732,03762732000107,M J CONCEICAO DA SILVA,2000-04-13,Inapta,2018-11-06,SAO JOSE DE RIBAMAR,DEMAIS,Obras de terraplenagem
03798453,03798453000101,BELOMONTE CONSTRUCOES E SERVICOS LTDA,2000-05-05,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Construção de edifícios
03794587,03794587000146,PROAGOSEA PROJETOS AGROPECUARIOS LTDA,2000-04-06,Ativa,2019-02-27,BELA VISTA DO MARANHAO,MICRO EMPRESA,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias
03684741,03684741000127,ROTARY CLUBE DE COELHO NETO - MA,2000-03-02,Ativa,2005-11-03,COELHO NETO,DEMAIS,Atividades de associações de defesa de direitos sociais
03781966,03781966000100,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA (PSDB),2000-05-03,Baixada,2015-02-09,LAGO DO JUNCO,DEMAIS,Atividades de organizações políticas
03699186,03699186000107,ASSOCIACAO DOS PRODUTORES E AMIGOS DO CURUPA,2000-02-15,Baixada,2015-02-09,ALTO PARNAIBA,DEMAIS,Atividades de associações de defesa de direitos sociais
03748567,03748567000139,ECIEL-ELETROTECNICA LTDA,2000-04-10,Inapta,2018-11-06,SAO LUIS,EMPRESA DE PEQUENO PORTE,Serviços de engenharia
03800541,03800541000192,ASSOCIACAO COMUNITARIA E RURAL DO POVOADO ASSARE,2000-05-12,Inapta,2019-01-29,SAO RAIMUNDO DAS MANGABEIRAS,DEMAIS,Atividades de associações de defesa de direitos sociais
03724696,03724696000197,A. P. RODRIGUES PRESENTES,2000-03-22,Baixada,2015-02-09,BALSAS,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03712515,03712515000102,H.C ESPORTE FITNESS LTDA,2000-02-09,Baixada,2006-03-17,SAO LUIS,MICRO EMPRESA,Atividades de condicionamento físico
03831503,03831503000105,C. Q. DE ALMEIDA,2000-05-24,Inapta,2018-12-07,IMPERATRIZ,MICRO EMPRESA,Comércio varejista de bebidas
03736255,03736255000105,J SILVESTRE SILVA EIRELI,2000-03-30,Ativa,2004-07-10,GOVERNADOR NUNES FREIRE,MICRO EMPRESA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados"
03798372,03798372000101,M. Z. SILVA FARIAS - VARIEDADES,2000-05-09,Ativa,2005-11-03,JOAO LISBOA,MICRO EMPRESA,Comercio varejista de artigos de armarinho
03798384,03798384000128,J R F CAMARA & CIA LTDA,2000-05-05,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Padaria e confeitaria com predominância de revenda
03795106,03795106000117,M. A. FRANCO FILHO,2000-04-28,Baixada,2008-12-31,PACO DO LUMIAR,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03786543,03786543000174,J.O.DE CARVALHO E CIA LTDA,2000-04-26,Baixada,2008-12-31,SAO LUIS,DEMAIS,Treinamento em desenvolvimento profissional e gerencial
03831289,03831289000189,ESCOLA MUNICIPAL FAUSTA BARBOSA DE CARVALHO,2000-05-09,Ativa,2005-11-03,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03772283,03772283000188,R. M. DE SOUSA MOVEIS,2000-04-24,Baixada,2013-11-26,LAGO DA PEDRA,MICRO EMPRESA,Fabricação de outros artigos de carpintaria para construção
03685496,03685496000172,A. R. CANTANHEDE,2000-02-18,Ativa,2005-10-07,PIO XII,MICRO EMPRESA,Comércio a varejo de peças e acessórios novos para veículos automotores
03780221,03780221000118,E. N. DA SILVA MADEIRAS,2000-05-02,Inapta,2018-12-07,BURITICUPU,MICRO EMPRESA,Serrarias com desdobramento de madeira em bruto
03690283,03690283000139,A LUCIO MAGALHAES QUEIROZ,2000-03-13,Baixada,2015-02-09,PERITORO,DEMAIS,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana"
03727175,03727175000193,ASSOCIACAO DOS PRODUTORES E PRODUTORAS DO POVOADO SALOBRO DA CIT,2000-03-28,Ativa,2005-11-03,CODO,DEMAIS,Atividades de associações de defesa de direitos sociais
03720576,03720576000111,M. DO R. LIMA DINIZ,2000-03-22,Inapta,2018-11-06,BARREIRINHAS,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03769211,03769211000181,J M DA SILVA - PANIFICADORA,2000-04-25,Baixada,2016-05-19,CAROLINA,MICRO EMPRESA,Fabricação de produtos de panificação industrial
03692467,03692467000138,ELIENE DOS SANTOS,2000-03-14,Baixada,2002-01-18,SAO LUIS,DEMAIS,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns"
03806785,03806785000182,CAIXA ESCOLAR DO GRUPO ESCOLAR PRINCEZA ISABEL,2000-05-11,Ativa,2019-05-23,SAO RAIMUNDO DO DOCA BEZERRA,DEMAIS,Ensino fundamental
03832632,03832632000100,V. ANTONIO DOS SANTOS SOUSA,2000-01-27,Ativa,2005-11-03,SAO LUIS,MICRO EMPRESA,Comércio varejista especializado de equipamentos e suprimentos de informática
03767125,03767125000130,ASSOCIACAO DOS ARTESOES DE SAO JOSE DE RIBAMAR,2000-04-18,Ativa,2005-11-03,SAO JOSE DE RIBAMAR,DEMAIS,Atividades de associações de defesa de direitos sociais
03794803,03794803000153,XAVIER E SILVA LTDA,2000-05-04,Inapta,2018-09-18,JOAO LISBOA,MICRO EMPRESA,Comércio varejista de materiais de construção em geral
03806263,03806263000180,ELISANGELA TEIXEIRA DA SILVA,2000-05-08,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Comércio varejista de materiais de construção não especificados anteriormente
03827986,03827986000166,ASSOCIACAO DOS PRODUTORES RURAIS DO POVOADO SUCURUJU,2000-05-18,Ativa,2005-11-03,SAO JOAO DOS PATOS,DEMAIS,Atividades de associações de defesa de direitos sociais
03831303,03831303000144,ESCOLA MUNICIPAL JOAO RAIMUNDO NUNES,2000-05-19,Ativa,2000-05-19,PINHEIRO,DEMAIS,Atividades de associações de defesa de direitos sociais
03748252,03748252000191,ALESSANDRA DE SOUSA CIDREIRA,2000-03-21,Inapta,2018-09-18,SAO LUIS,MICRO EMPRESA,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente
03759937,03759937000133,COAROQUE COOPERATIVA AGRO-INDUSTRIAL DE SENADOR LA ROQUE,2000-04-14,Inapta,2018-09-18,SENADOR LA ROCQUE,DEMAIS,Atividades de associações de defesa de direitos sociais
03828306,03828306000129,PEREIRA REPRESENTACOES LTDA,2000-05-19,Baixada,2016-11-16,PEDREIRAS,MICRO EMPRESA,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
03732093,03732093000137,JAQUELINE P.SILVA,2000-04-04,Inapta,2018-11-06,SAO LUIS,MICRO EMPRESA,Outras atividades de ensino não especificadas anteriormente
03828861,03828861000150,C S DOS SANTOS CONSTRUCOES EIRELI,2000-05-22,Ativa,2018-12-06,RAPOSA,MICRO EMPRESA,Construção de edifícios
03686492,03686492000109,RECIPLAST RECICLAGEM DE PLASTICOS LTDA,2000-03-10,Inapta,2018-09-18,IMPERATRIZ,MICRO EMPRESA,Recuperação de materiais plásticos
03693423,03693423000122,ARMS VIGILANCIA LTDA,2000-02-14,Ativa,2019-08-02,SAO LUIS,MICRO EMPRESA,Atividades de vigilância e segurança privada
03767727,03767727000197,M. DE L. FERREIRA NEVES,2000-03-31,Baixada,2015-07-02,PENALVA,MICRO EMPRESA,Comércio varejista de outros produtos não especificados anteriormente
03834732,03834732000175,G E M COM. REP. E DISTRIBUICAO LTDA,2000-05-26,Baixada,2003-08-15,SAO LUIS,DEMAIS,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente
03683897,03683897000193,INSTITUTO DE APRENDER EDUCACAO LTDA,2000-02-25,Baixada,2020-08-25,TIMON,MICRO EMPRESA,Educação infantil - pré-escola
03795509,03795509000166,P.PIMHEIRO DE PAULA,2000-05-05,Baixada,2015-02-09,SAO LUIS,DEMAIS,Comércio varejista de artigos do vestuário e acessórios
03786434,03786434000157,"CATUR CAIXA DE ASSISTENCIA, CULTURA E TURISMO AOS SERVIDORES PUBLICOS",2000-05-04,Inapta,2018-09-18,SAO LUIS,DEMAIS,Atividades de associações de defesa de direitos sociais
03825427,03825427000117,PRESIDENTE ENGENHARIA E PARTICIPACOES LTDA,2000-04-14,Baixada,2015-02-09,SAO LUIS,DEMAIS,Construção de edifícios
03801534,03801534000105,DIRETORIO MUNICIPAL DO PARTIDO POPULAR SOCIALISTA - PPS DE OLHO D'AGUA DAS CUNHAS,2000-04-28,Baixada,2015-02-09,OLHO D'AGUA DAS CUNHAS,DEMAIS,Atividades de organizações políticas
